32,123,115,302,37,37,291,291,308,307,319,318,214,227,227,227,227,226,232,228,285,291,291,266,251,159,159,231,258,8,291,291,291,291,291,291,291,291,291,291,291,291,21,171,291,266,31,291,37,37,291,37,37,111,75,37,37,291,37,37,31,106,106,106,106,106,106,179,246,139,139,139,139,106,106,131,135,152,179,131,135,152,131,135,152,131,135,291,266,152,152,106,179,180,291,291
33,190,116,305,37,291,291,291,291,308,307,319,318,214,227,227,227,227,225,229,285,291,266,291,291,291,291,144,231,258,3,3,3,3,3,8,291,291,291,266,37,291,21,171,266,291,31,291,37,37,291,37,37,111,75,37,37,291,37,37,31,106,106,106,106,106,106,31,106,140,160,140,160,152,152,152,152,152,179,291,139,139,139,101,152,291,130,266,139,152,152,106,31,105,291,291
34,191,104,254,206,37,291,291,291,266,308,307,319,318,223,321,321,233,279,280,286,291,246,253,291,291,291,291,144,231,271,271,271,271,271,258,8,291,291,37,266,291,21,171,291,291,31,291,37,37,291,37,37,111,75,37,37,291,37,37,31,106,106,180,266,291,291,179,121,131,135,131,135,152,37,291,139,139,37,139,139,139,139,106,152,121,139,140,160,152,152,106,179,106,105,291
197,192,184,197,292,37,37,291,266,291,291,308,307,319,224,322,322,234,280,286,287,291,139,139,291,37,291,291,291,144,159,159,159,159,159,231,258,8,266,291,291,19,10,25,291,291,31,291,37,37,291,37,37,111,75,37,37,291,37,37,31,105,291,291,291,253,291,178,37,37,152,152,152,152,37,291,147,139,37,140,160,140,160,106,152,140,160,131,135,152,152,106,31,106,106,106
112,108,185,112,293,37,266,291,139,246,246,253,308,307,323,323,323,323,286,287,266,291,139,246,291,266,291,291,291,291,291,291,291,291,291,144,231,258,3,3,3,10,14,16,291,291,179,291,291,291,291,291,30,111,75,30,291,291,291,291,179,106,105,291,291,291,291,179,37,30,178,37,30,37,37,140,160,152,179,131,135,131,135,152,152,131,135,152,152,152,152,106,179,106,106,106
113,109,117,113,126,37,291,266,246,246,139,139,291,308,320,320,320,320,287,291,291,266,246,246,266,291,291,291,291,291,291,291,291,291,291,291,144,231,271,271,271,14,16,291,291,291,179,179,179,179,179,179,62,111,75,62,179,179,179,179,179,106,106,291,291,291,291,179,179,62,37,178,62,179,179,131,135,152,152,139,152,152,152,152,152,152,152,152,130,152,152,106,31,106,106,106
114,110,118,114,127,291,291,291,246,253,291,291,291,291,291,291,230,128,291,291,240,291,291,291,291,230,255,259,128,291,291,291,291,291,291,291,291,144,159,159,159,16,291,291,266,291,291,203,198,291,291,291,291,111,75,291,291,203,198,291,176,106,180,291,291,203,27,27,27,27,201,128,291,291,179,152,152,152,179,291,130,130,130,30,166,170,77,166,30,152,152,152,179,106,291,291
178,291,291,291,291,291,291,291,139,139,291,230,219,27,201,255,100,136,201,128,291,291,291,230,219,100,252,252,136,259,128,291,291,203,198,291,291,291,291,291,291,291,291,291,291,253,203,100,136,201,128,291,291,111,75,291,203,100,136,198,291,291,291,291,291,111,252,252,252,252,252,129,259,128,179,179,31,179,179,178,179,31,179,62,167,69,78,167,62,179,31,179,179,180,291,291
178,27,27,27,27,201,128,203,27,27,27,100,252,252,252,102,158,13,252,136,27,27,27,100,252,252,252,252,252,252,136,27,27,100,136,27,27,27,27,27,27,27,27,27,27,27,100,252,252,252,136,27,27,100,136,27,100,252,252,136,27,27,27,27,27,100,252,252,142,252,252,252,252,136,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,178,27,27
178,158,158,158,13,252,129,204,102,158,158,158,158,158,205,208,291,235,236,158,158,158,243,252,252,252,252,102,158,158,158,158,158,158,158,158,13,142,252,252,252,142,252,252,252,102,158,205,236,158,158,158,158,158,158,158,13,252,252,252,252,102,158,158,158,158,13,252,252,252,252,102,158,158,158,158,158,158,158,158,158,13,252,252,102,158,158,158,158,158,158,158,158,178,158,158
178,291,291,291,244,158,158,205,208,291,291,291,291,291,291,291,291,291,291,291,291,291,244,158,158,158,158,76,291,291,291,291,291,291,291,291,244,158,158,158,158,158,158,158,158,76,291,291,291,291,291,291,291,291,291,291,244,158,158,158,158,76,291,291,291,291,244,158,158,158,158,76,291,291,291,291,291,291,291,291,291,244,158,158,76,291,291,291,291,291,291,291,291,178,291,291
245,187,189,245,187,189,301,291,291,291,291,291,291,291,37,37,291,291,37,37,291,298,245,187,189,301,291,291,291,315,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,181,181,181
32,123,115,32,123,115,302,291,291,291,291,291,291,291,291,291,37,291,291,37,291,222,32,123,115,302,291,291,315,316,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
33,190,116,33,190,116,305,291,291,291,291,291,291,298,245,187,189,301,291,291,291,242,33,190,116,305,291,315,316,261,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
182,191,104,182,191,104,254,206,291,291,291,291,291,222,32,123,115,302,291,291,241,295,34,191,104,254,206,316,261,14,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
197,192,184,197,192,184,197,292,291,291,291,291,291,242,33,190,116,305,291,291,289,184,197,192,184,197,292,306,262,265,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
112,108,185,112,108,185,112,293,291,291,291,266,291,294,174,296,38,207,291,291,237,185,112,108,185,112,293,306,314,317,227,221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,187,103,183,187,103,282,126,291,291,291,291,291,291,175,297,202,291,266,291,238,117,113,109,117,113,126,306,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,123,115,32,123,115,304,127,291,291,37,291,291,291,291,291,291,291,291,291,290,118,114,110,118,114,127,306,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,190,116,33,190,116,305,291,266,291,291,241,295,254,206,291,291,291,291,291,291,31,291,291,291,291,37,306,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,124,38,174,296,38,207,291,291,291,291,289,184,197,292,266,241,295,254,206,291,291,298,245,187,189,301,306,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
197,311,202,175,297,202,291,241,295,254,206,237,185,112,293,291,289,184,197,292,37,291,222,32,123,115,302,306,314,317,221,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
112,293,291,291,291,291,291,289,184,197,292,238,117,113,126,291,237,185,112,293,291,266,242,33,190,116,305,306,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113,269,173,283,291,31,291,237,185,112,293,290,118,114,127,291,238,117,113,126,291,291,294,174,296,38,207,306,314,317,221,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
267,270,107,284,283,291,291,238,117,113,126,291,291,37,291,291,290,118,114,127,291,37,291,175,297,202,37,306,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
271,271,271,239,284,283,291,290,118,114,127,291,291,241,295,254,206,291,291,291,291,37,291,291,291,291,266,306,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119,119,119,231,239,284,283,291,241,295,254,206,291,289,184,197,292,291,17,299,291,37,291,241,295,254,206,306,314,317,227,221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120,120,120,232,231,239,284,291,289,184,197,292,291,237,185,112,293,291,18,300,291,37,291,289,184,197,292,306,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
268,227,227,226,232,228,285,291,237,185,112,293,291,238,117,113,126,291,291,291,291,291,291,237,185,112,293,306,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,227,221,227,225,229,285,291,238,117,113,126,291,290,118,114,127,291,298,245,187,189,245,187,103,282,126,306,314,317,221,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,221,227,272,279,280,286,291,290,118,114,127,291,291,291,291,266,291,222,32,123,115,32,123,115,304,127,306,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,227,272,279,280,286,287,291,291,291,291,291,241,295,254,206,291,291,242,33,190,116,33,190,116,305,291,307,319,318,223,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,272,279,280,286,287,291,241,295,254,206,291,289,184,197,292,266,291,294,174,296,38,174,296,38,207,291,308,307,319,224,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,225,229,285,287,291,291,289,184,197,292,291,237,185,112,293,291,291,291,175,297,202,175,297,202,291,291,291,308,307,323,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,225,229,285,283,291,37,237,185,112,293,37,238,117,113,126,291,266,291,291,291,37,291,291,291,37,31,291,291,308,320,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,225,229,239,284,283,291,238,117,113,126,291,290,118,114,127,291,291,291,266,291,291,291,266,291,291,291,291,291,291,291,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,226,232,231,239,284,291,290,118,114,127,291,291,291,291,291,241,295,254,206,291,37,291,291,291,291,37,291,291,315,173,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,227,226,232,228,285,291,291,291,291,291,266,31,291,291,291,289,184,197,292,291,291,241,295,254,206,291,291,315,316,107,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,221,227,225,229,285,37,291,241,295,254,206,291,17,299,291,237,185,112,293,291,291,289,184,197,292,291,315,316,261,271,271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,227,272,279,280,286,291,291,289,184,197,292,291,18,300,291,238,117,113,126,266,291,237,185,112,293,291,316,261,14,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,272,279,280,286,287,291,291,237,185,112,293,291,291,291,291,290,118,114,127,291,291,238,117,113,126,291,306,262,265,120,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,225,229,285,287,291,266,291,238,117,113,126,37,298,245,187,189,245,187,189,301,291,290,118,114,127,291,306,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,225,229,285,17,299,291,291,290,118,114,127,291,222,32,123,115,32,123,115,302,291,291,291,291,17,299,306,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,225,229,274,18,300,291,37,291,291,291,291,291,242,33,190,116,33,190,116,305,37,291,291,291,18,300,309,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
268,225,229,275,295,254,288,295,254,288,295,254,288,295,34,191,104,34,191,104,254,288,295,254,288,295,254,310,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
227,225,229,276,184,197,192,184,197,192,184,197,192,184,197,192,184,197,192,184,197,192,184,197,192,184,197,311,314,317,227,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
